,cod,cod_pub,nome,sexo,tratamento,url_foto,url_pag,email,uf,data_nasc,naturalidade,uf_naturalidade,endereco,telefones,filiacoes,votos_favor,votos_contra,afastado
10,475,867,Confúcio Aires Moura,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador475.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/475,sen.confuciomoura@senado.leg.br,RO,1948-05-16,Dianópolis,TO,Senado Federal Anexo 2   Ala Teotônio Vilela Gabinete 05,"['33032470', '33032163']","[{'cod': '33', 'data_filiacao': '1999-02-01', 'data_desfiliacao': None}]","['142499', '143646', '141944', '140850', '141439', '141840', '140392', '140394', '142089', '139882', '141443', '141363', '143101', '141144', '142691', '141308', '142022', '142136', '142088', '141436', '140100', '141614', '139736', '141321', '139427', '142596', '141309', '141193', '141561', '141571', '141270', '142442', '141863', '143258', '142016', '141346', '141174', '143156', '143597', '143611', '142077', '141297', '141417', '141475', '142085', '142091', '140096', '141756', '141437', '140385', '141962', '141354', '141837', '141823', '141814', '140367', '141219', '141114', '124513', '142690', '140534', '141375', '141819', '141815', '141816', '141110', '141109', '144655', '135147', '142693', '141753', '141368', '140423', '139928', '141674', '137999', '135594', '130919', '136173', '123903', '129807', '134910', '135064', '127414', '135983', '136775', '138555', '122909', '137305', '128634', '130029', '129887', '134583', '116081', '132847', '135079', '139897', '137122', '137315', '139005', '117839', '121353', '139277', '135603', '137438', '136635']","['141944', '140850', '141443', '143258', '142016', '143551', '140385', '141814', '141306', '135147', '143574', '142693', '141368', '141674', '137999', '136913']",Não
11,3830,834,David Samuel Alcolumbre Tobelem,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3830.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3830,sen.davialcolumbre@senado.leg.br,AP,1977-06-19,Macapá,AP,Senado Federal Anexo 2   Ala Afonso Arinos Gabinete 10,"['33036717', '33036720', '33036722', '33036723']","[{'cod': '554', 'data_filiacao': '2007-04-24', 'data_desfiliacao': None}, {'cod': '22', 'data_filiacao': '2005-02-15', 'data_desfiliacao': '2007-04-23'}, {'cod': '20', 'data_filiacao': '2003-02-01', 'data_desfiliacao': '2005-02-14'}]","['124116', '129808', '125429', '128136', '128659', '129619', '127644', '132243', '131869', '105470', '131643', '131746', '130444', '127681', '129171', '131852', '131777', '126135', '130047', '129378', '129244', '121801', '122449', '129391', '127863', '85326', '129049', '141837', '126084', '132922', '130847', '133412', '117839', '134723', '131868', '132081', '130672', '126414', '131028', '128550', '116074', '131775', '131872', '125723', '120742', '122646', '118712', '115729', '101237', '122308', '122031', '115831', '120554', '121572', '120030', '101011', '119401', '119539', '120159', '120300', '119714', '116962', '100330', '112831', '98613', '124207', '120179', '123245', '123298', '122324', '122759', '117041', '123103', '120843', '115593', '122772', '126992', '126826', '127262', '127898', '111574', '127879', '128035', '49264', '127337', '126473', '126409', '126236', '125733', '125734', '121968', '126094', '125567', '118418', '121704', '123060', '106824', '124476', '125708', '124219', '123909', '119852', '121426', '123715', '124815', '123221', '126817']","['131003', '129171', '129049', '133613', '133940', '129997', '121994', '122392', '121373', '122009', '118636', '122307', '122117', '120296', '119551', '120159', '113104', '100330', '118736', '124207', '119550', '123298', '124027', '122739', '121952', '101621', '127337', '122838']",Não
12,5996,947,Marcio Diego Fernandes Tavares de Albuquerque,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5996.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5996,,PB,1983-01-15,João Pessoa,PB,Senado Federal Anexo 2   Ala Teotônio Vilela Gabinete 13,"['33036788', '33036790']","[{'cod': '418', 'data_filiacao': '2020-09-23', 'data_desfiliacao': None}]","['135147', '142499', '142596', '143156', '144655']","['135147', '143574']",Não
13,5537,928,Dário Elias Berger,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5537.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5537,sen.darioberger@senado.leg.br,SC,1956-12-07,Bom Retiro,SC,Senado Federal Anexo 1  16º Pavimento  ,"['33035947', '33035951', '33035955']","[{'cod': '33', 'data_filiacao': '2015-02-01', 'data_desfiliacao': None}]","['124116', '129619', '127644', '132243', '105470', '131643', '131746', '125429', '129030', '129171', '121667', '131852', '100405', '131777', '132167', '126135', '130047', '129378', '121801', '122449', '128545', '111574', '85326', '128659', '129049', '142499', '143646', '141944', '140850', '141439', '141840', '140392', '140394', '142089', '139882', '141443', '141363', '143101', '141144', '142691', '141308', '142022', '142136', '142088', '141436', '140100', '141614', '139736', '141321', '139427', '142596', '141309', '141193', '141561', '141571', '141270', '142442', '141863', '143258', '142263', '142016', '141346', '141174', '143156', '143597', '143611', '142077', '143551', '141297', '141417', '141475', '142085', '142091', '140096', '141756', '141437', '140385', '141962', '141354', '141837', '141823', '141814', '140367', '141306', '141219', '141114', '124513', '142690', '141349', '141111', '141415', '140534', '141375', '141819', '141815', '141816', '141110', '141109', '138177', '144655', '135147', '142693', '141368', '140424', '140423', '139928', '141674', '137999', '135594', '123903', '129807', '134910', '122767', '132922', '135064', '135983', '132678', '133495', '133779', '130847', '136775', '138555', '137305', '129887', '133412', '131419', '134583', '135079', '137122', '137315', '118042', '117839', '134723', '139277', '135603', '137438', '133552', '131868', '132081', '130672', '126414', '131028', '128550', '116074', '131872', '118712', '122646', '115729', '101237', '122308', '122392', '122031', '121373', '115831', '122307', '120554', '122117', '121572', '121072', '120030', '101011', '119401', '119551', '119539', '120159', '120300', '119633', '119714', '116962', '100330', '112831', '124207', '119550', '123466', '120179', '123245', '123298', '122324', '117041', '122739', '120843', '115593', '122772', '121952', '127262', '101621', '123551', '127898', '127879', '128035', '49264', '127681', '127337', '126473', '126236', '125978', '121968', '126094', '125567', '118418', '121704', '123060', '106824', '91341', '124476', '125708', '124219', '123909', '121426', '119852', '123715', '126817']","['129808', '131318', '131003', '129049', '141944', '140850', '143258', '142016', '141297', '140385', '141814', '135147', '143574', '142693', '141674', '137999', '133940', '132056', '136635', '102721', '129997', '121994', '122009', '118636', '122307', '120296', '121072', '120159', '113104', '120300', '119714', '118736', '124207', '124027', '117041', '127337', '123715']",Não
14,4994,802,Carlos Eduardo de Souza Braga,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4994.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4994,sen.eduardobraga@senado.leg.br,AM,1960-12-06,Belém,PA,Senado Federal Anexo 1  12º Pavimento  ,['33036230'],"[{'cod': '33', 'data_filiacao': '2011-01-28', 'data_desfiliacao': None}]","['129808', '128659', '127644', '129547', '80152', '132243', '105470', '131869', '131746', '125429', '129171', '121667', '100405', '132167', '131776', '126135', '130047', '128554', '130929', '129244', '121801', '128545', '111574', '129049', '143646', '141944', '140850', '141439', '141840', '140392', '140394', '142089', '139882', '141443', '141363', '143101', '142691', '141308', '142022', '142136', '142088', '141436', '140100', '141614', '139736', '141321', '139427', '142596', '141309', '141193', '141561', '141571', '141270', '141863', '143258', '142263', '142016', '141346', '141174', '143156', '143597', '143611', '142077', '143551', '141297', '141417', '141475', '142085', '142091', '141756', '141437', '140385', '141962', '141354', '141837', '141823', '141814', '140367', '141219', '141114', '124513', '142690', '141111', '141415', '140534', '141375', '141819', '141815', '141816', '141110', '141109', '138177', '135147', '142693', '141753', '140424', '140423', '139928', '141674', '137999', '130919', '136173', '123903', '129807', '134910', '126084', '122767', '135064', '127414', '135983', '132678', '133495', '133779', '136775', '138555', '137305', '128634', '130029', '133412', '131419', '135079', '117839', '132056', '139897', '137122', '139005', '134723', '139277', '135603', '137438', '136635', '131868', '132081', '129997', '131872', '120742', '101736', '99477', '100923', '100754', '99107', '100412', '98793', '99824', '99256', '99261', '98670', '115051', '111567', '100215', '118221', '112456', '114042', '118070', '118092', '90932', '117498', '115833', '105791', '117101', '116436', '116699', '98688', '115169', '116682', '116866', '113086', '99546', '101037', '108259', '108390', '114234', '114143', '112214', '113088', '101963', '103049', '112691', '112464', '100009', '109761', '109150', '105190', '106347', '101022', '101807', '80674', '92006', '102990', '82419', '102933', '105017', '104943', '98788', '96673', '104266', '103776', '103351', '102551', '102335', '126992', '126826', '127262', '100475', '102439', '127898', '127879', '128035', '49264', '127337', '126473', '127406', '126236', '125978', '121968', '126094', '125567', '121704', '118418', '123060', '106824', '91341', '124476', '103793', '112161', '103765', '108759', '100715', '113104', '99067', '113338', '56281', '100325', '99497', '104348', '113218', '126817']","['129619', '131003', '129171', '127863', '129049', '140850', '141443', '143258', '142016', '140385', '141354', '141814', '141306', '135147', '143574', '142693', '141674', '132922', '137999', '133940', '132056', '138555', '136913', '102721', '125723', '97352', '100418', '99189', '115051', '115940', '113546', '108390', '114143', '112214', '114601', '113088', '103096', '100009', '109615', '106227', '106056', '104814', '98788', '102551', '101053', '114234', '127337', '125364', '103793', '113104', '99067', '104348', '113218', '113049']",Não
15,5976,826,Luis Eduardo Grangeiro Girão,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5976.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5976,sen.eduardogirao@senado.leg.br,CE,1972-09-25,Fortaleza,CE,Senado Federal Anexo 2   Ala Teotônio Vilela Gabinete 21,"['33036677', '33036678', '33036679']","[{'cod': '577', 'data_filiacao': '2019-02-02', 'data_desfiliacao': None}, {'cod': '562', 'data_filiacao': '2019-01-01', 'data_desfiliacao': '2019-02-01'}]","['142499', '143646', '141944', '140850', '141439', '141840', '140392', '140394', '142089', '139882', '141443', '141363', '143101', '142691', '141308', '142022', '142136', '142088', '141436', '140100', '141614', '139736', '141321', '139427', '142596', '141309', '141193', '141561', '141571', '141270', '142442', '143258', '142263', '142016', '141346', '141174', '143156', '143597', '143611', '142077', '141297', '141417', '141475', '142085', '142091', '140096', '141756', '141437', '140385', '141354', '141837', '141823', '141814', '140367', '141219', '141114', '124513', '142690', '141349', '141111', '140534', '141375', '141819', '141815', '141816', '141110', '141109', '144655', '135147', '142693', '141753', '141368', '140424', '140423', '139928', '141674', '137999', '135594', '130919', '123903', '129807', '134910', '135064', '127414', '135983', '136775', '138555', '122909', '137305', '129887', '116081', '132847', '137178', '135079', '137122', '137315', '118042', '139005', '117839', '139277', '135603', '136913', '137438', '136635']","['141944', '141443', '141144', '141863', '142016', '143551', '143258', '140385', '141962', '141306', '141375', '138177', '135147', '142693', '141368', '136173', '137999', '128634', '134583', '139897', '138555', '121353']",Não
16,3777,872,Carlos Eduardo Torres Gomes,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3777.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3777,sen.eduardogomes@senado.leg.br,TO,1966-04-28,Estância,SE,Senado Federal Anexo 1  5º Pavimento  ,"['33036349', '33036352', '33036354']","[{'cod': '33', 'data_filiacao': '2019-01-30', 'data_desfiliacao': None}, {'cod': '561', 'data_filiacao': '2013-10-05', 'data_desfiliacao': '2019-01-29'}, {'cod': '66', 'data_filiacao': '2003-02-01', 'data_desfiliacao': '2013-10-04'}]","['142499', '143646', '140850', '141439', '141840', '140392', '142089', '139882', '141443', '141363', '143101', '141144', '142691', '141308', '142088', '141436', '140100', '141614', '139736', '141321', '139427', '142596', '141309', '141193', '141561', '141571', '141270', '142442', '141863', '143258', '142263', '142016', '141346', '141174', '143156', '143597', '143611', '142077', '141417', '141475', '142085', '142091', '140096', '141437', '140385', '141962', '141354', '141837', '141814', '140367', '141219', '141114', '124513', '142690', '141349', '141111', '141415', '140534', '141375', '141819', '141815', '141816', '141110', '141109', '138177', '144655', '135147', '142693', '141753', '141368', '140424', '140423', '139928', '141674', '137999', '135594', '130919', '136173', '123903', '129807', '134910', '135064', '135983', '136775', '138555', '122909', '137305', '128634', '130029', '129887', '132847', '137178', '135079', '139897', '137315', '118042', '139005', '117839', '121353', '139277', '135603', '136913', '137438']","['141944', '141443', '143258', '142016', '140385', '141814', '141306', '141375', '135147', '143574', '142693', '141674', '137999', '138555', '136635']",Não
17,5718,806,Eliziane Pereira Gama Melo,Feminino,Senadora ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5718.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5718,sen.elizianegama@senado.leg.br,MA,1977-02-27,Monção,MA,Senado Federal Anexo 2   Pavimento Térreo ,"['33036741', '33036703']","[{'cod': '41', 'data_filiacao': '2016-04-04', 'data_desfiliacao': None}, {'cod': '565', 'data_filiacao': '2015-10-05', 'data_desfiliacao': '2016-04-03'}, {'cod': '41', 'data_filiacao': '2015-02-01', 'data_desfiliacao': '2015-10-04'}]","['143646', '141944', '140850', '141840', '140392', '140394', '142089', '139882', '141443', '141363', '143101', '141144', '142691', '141308', '142022', '142088', '141436', '140100', '141614', '139736', '141321', '139427', '142596', '141309', '141193', '141561', '141571', '141270', '142442', '143258', '142263', '142016', '141346', '141174', '143597', '143611', '142077', '143551', '141297', '141475', '142085', '142091', '140096', '141756', '141437', '140385', '141962', '141354', '141837', '141823', '141814', '140367', '141306', '141219', '141114', '124513', '141349', '141111', '141415', '141375', '141819', '141815', '141816', '141110', '141109', '144655', '142693', '141753', '141368', '140424', '140423', '139928', '141674', '137999', '135594', '130919', '136173', '123903', '129807', '134910', '135064', '127414', '135983', '136775', '122909', '137305', '128634', '134583', '116081', '132847', '137178', '139897', '137122', '137315', '118042', '121353', '139277', '135603', '136913', '137438', '136635']","['141944', '143258', '142016', '142690', '140534', '142693', '137999', '135079']",Não
18,5531,810,Elmano Férrer de Almeida,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5531.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5531,sen.elmanoferrer@senado.leg.br,PI,1942-08-01,Lavras da Mangabeira,CE,Senado Federal Anexo 2   Ala Teotônio Vilela Gabinete 06,"['33032415', '33033055', '33031015']","[{'cod': '418', 'data_filiacao': '2020-09-30', 'data_desfiliacao': None}, {'cod': '577', 'data_filiacao': '2018-04-07', 'data_desfiliacao': '2020-09-29'}, {'cod': '33', 'data_filiacao': '2017-01-31', 'data_desfiliacao': '2018-04-06'}, {'cod': '72', 'data_filiacao': '2015-02-01', 'data_desfiliacao': '2017-01-30'}]","['124116', '125429', '128136', '129808', '128659', '129619', '127644', '127792', '129547', '80152', '132243', '131869', '105470', '131643', '131746', '130444', '129030', '127681', '129171', '94536', '131852', '100405', '132167', '131776', '130047', '128554', '130929', '129378', '129244', '121801', '129391', '127863', '128545', '111574', '85326', '129049', '142499', '143646', '141944', '140850', '140394', '142089', '139882', '141443', '141363', '143101', '141144', '142691', '141308', '142022', '142136', '142088', '141436', '140100', '141614', '139736', '141321', '139427', '142596', '141309', '141193', '141561', '141571', '141270', '142442', '141863', '143258', '142263', '142016', '141346', '141174', '143597', '143611', '142077', '141417', '141475', '142085', '142091', '140096', '141756', '141437', '140385', '141962', '141354', '141837', '141823', '141814', '140367', '141306', '141219', '141114', '124513', '142690', '141349', '141111', '141415', '140534', '141375', '141815', '141816', '141110', '141109', '138177', '144655', '135147', '142693', '141753', '141368', '139928', '141674', '137999', '130919', '123903', '129807', '134910', '122767', '132922', '135064', '135983', '136775', '138555', '122909', '137305', '130029', '129887', '133613', '133412', '131419', '116081', '132847', '137178', '135079', '139897', '137122', '137315', '118042', '139005', '117839', '121353', '134723', '139277', '135603', '136913', '137438', '133552', '131868', '132081', '102721', '130672', '126414', '131028', '128550', '116074', '131775', '131872', '125723', '120742', '121896', '122646', '115729', '101237', '122308', '122392', '122031', '121373', '122009', '115831', '118636', '122307', '120554', '122117', '120296', '121072', '101011', '119401', '120159', '120300', '119633', '116962', '100330', '112831', '98613', '124207', '119550', '123466', '120179', '123245', '123298', '120492', '122324', '122759', '117041', '123103', '122739', '120843', '115593', '122772', '126992', '126826', '127262', '101621', '123551', '127879', '128035', '49264', '101007', '127337', '126473', '127406', '126236', '125978', '125733', '121968', '126094', '118418', '121704', '123060', '106824', '91341', '124476', '125708', '124219', '123909', '121426', '119852', '123715', '124815', '123432', '123221', '126817']","['129808', '131318', '131003', '129171', '122449', '129049', '141944', '141443', '143258', '142016', '143551', '141297', '140385', '141814', '141375', '141819', '135147', '143574', '142693', '141368', '141674', '136173', '137999', '128634', '134583', '132056', '138555', '136635', '105470', '129997', '122307', '121572', '121072', '120030', '119551', '119539', '120159', '113104', '120300', '119714', '100330', '118736', '124207', '120179', '117041', '121952', '127337', '125567', '125364', '123715', '122838']",Não
19,22,882,Esperidião Amin Helou Filho,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador22.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/22,sen.esperidiaoamin@senado.leg.br,SC,1947-12-21,Florianópolis,SC,Senado Federal Anexo 2   Ala Nilo Coelho Pavimento Térreo Sala 2,"['33036446', '33036447', '33036454']","[{'cod': '418', 'data_filiacao': '2011-02-01', 'data_desfiliacao': None}, {'cod': '163', 'data_filiacao': '1999-01-01', 'data_desfiliacao': '2011-01-31'}, {'cod': '39', 'data_filiacao': '1995-10-25', 'data_desfiliacao': '1998-12-31'}, {'cod': '40', 'data_filiacao': '1993-06-16', 'data_desfiliacao': '1995-10-24'}, {'cod': '96', 'data_filiacao': '1991-02-01', 'data_desfiliacao': '1993-06-15'}]","['27358', '142499', '143646', '141944', '140850', '141439', '141840', '140392', '140394', '142089', '139882', '141443', '141363', '143101', '142691', '141308', '142022', '142136', '142088', '141436', '140100', '141614', '139736', '141321', '139427', '142596', '141193', '141561', '141571', '141270', '142442', '141863', '143258', '142263', '142016', '141346', '141174', '143156', '143597', '143611', '142077', '141297', '141417', '141475', '142085', '142091', '140096', '141756', '141437', '140385', '141962', '141354', '141837', '141823', '141814', '140367', '141306', '141219', '141114', '124513', '142690', '141349', '141111', '141415', '140534', '141375', '141819', '141815', '141816', '141110', '141109', '138177', '144655', '135147', '142693', '141753', '141368', '140424', '140423', '139928', '141674', '137999', '135594', '130919', '136173', '123903', '129807', '134910', '135064', '127414', '135983', '136775', '138555', '122909', '137305', '129887', '116081', '132847', '137178', '135079', '139897', '137122', '137315', '118042', '139005', '117839', '121353', '139277', '135603', '136913', '137438', '136635', '28721', '16939', '17036', '17246', '20245', '19615', '31825', '22275', '22486', '17487', '17258', '16963', '17520', '17534', '18597', '17377', '17491', '17500', '17508', '17574', '17580', '17594', '17678', '17683', '17690', '17701', '17851', '16884', '16706', '16809', '17287', '17333', '17634', '19008', '17912', '17736', '17872', '17897', '18783', '17705', '18825', '1084', '27072', '17433', '17578', '17449', '17774', '17825', '17829', '17764', '17767', '17789', '17798', '17810', '17818', '17832', '17881', '17895', '17835', '17472', '17012', '17307', '16606', '16705', '16729', '16912', '17358', '17399', '17527', '17547', '17649', '17676', '17682', '17699', '17726', '17740', '17821', '17662', '29215', '18569', '18582', '21922', '22126', '17143', '17259', '17571', '16938', '32978', '18256', '21730', '18533', '18438', '18480', '18493', '17322', '18063', '18206', '32292', '28760', '1491', '27169', '21209', '23397', '23385', '22912', '1168', '18351', '21032', '17975', '16071', '20310', '22255', '20153', '22296', '15953', '17114', '17234', '865', '828', '16024', '17815', '17822', '17807', '17757', '17761', '17795', '17915', '17055', '17587', '1334', '1260', '808', '17776', '17781', '17786', '17791', '18570', '17799', '17803', '17811', '17862', '17854', '17288', '17601', '17695', '17742', '17752', '17729', '17794', '16370', '849', '854', '1344', '17515', '17555', '17567', '17351', '17360', '17368', '17325', '17334', '17342', '16886', '17309', '17317', '18571', '21757', '24816', '30168', '17177', '17247', '17275', '17299', '17056', '17076', '18384', '33357', '16426', '16479', '16505', '17780', '17785', '17790', '16398', '17771', '18494', '17700', '17712', '17733', '17504', '20122', '1474', '862', '19717', '19140', '32310', '32773', '18024', '807', '16885', '17929', '16581', '17953', '17916', '17923', '17669', '16555', '21829', '32224', '17839', '847', '17919', '17918', '1583', '17924', '758']","['141944', '140850', '141443', '141144', '143258', '142016', '143551', '140385', '141814', '141375', '135147', '143574', '142693', '137999', '128634', '134583', '138555', '23812', '20245', '22275', '22912', '17160', '18597', '17913', '17925', '22255', '32400', '27072', '17711', '17843', '17034', '17656', '21922', '18569', '22126', '17406', '17244', '17559', '17448', '17389', '16629', '17218', '16755', '16987', '26231', '22295', '21032', '18974', '17975', '865', '808', '28397', '27148', '27358', '20404', '21757', '21036', '33357', '18494', '1173', '20122', '31079', '862', '19140', '19717', '18024', '32491', '807', '19073', '16861', '17901', '19361', '34219']",Não
